id,name,supertype,hp,evolvesFrom,convertedRetreatCost,number,artist,rarity
xy6-1,Exeggcute,Pokémon,40,,1,1,Tomokazu Komiya,Common
bw6-6,Wurmple,Pokémon,60,,1,6,Kouki Saitou,Common
pop1-7,Masquerain,Pokémon,70,Surskit,,7,Kagemaru Himeno,Uncommon
pl1-9,Giratina,Pokémon,100,,3,9,Kouki Saitou,Rare Holo
gym1-5,Erika's Vileplume,Pokémon,80,Erika's Gloom,2,5,Ken Sugimori,Rare Holo
basep-6,Arcanine,Pokémon,70,Growlithe,1,6,Ken Sugimori,Promo
xy11-8,Yanmega BREAK,Pokémon,140,Yanmega,,8,5ban Graphics,Rare BREAK
sm75-5,Combusken,Pokémon,80,Torchic,1,5,Ken Sugimori,Uncommon
ex3-7,Minun,Pokémon,50,,1,7,Atsuko Nishida,Rare Holo
bw9-5,Exeggutor,Pokémon,100,Exeggcute,2,5,match,Rare
bw4-6,Pansage,Pokémon,70,,1,6,Megumi Mizutani,Common
ru1-4,Heatran,Pokémon,110,,4,4,Pokemon Rumble,
xy10-2,Burmy,Pokémon,60,,1,2,Kouki Saitou,Common
xy1-3,Weedle,Pokémon,50,,1,3,Suwama Chiaki,Common
dp4-4,Darkrai,Pokémon,80,,1,4,Ryo Ueda,Rare Holo
sm8-3,Scyther,Pokémon,80,,1,3,Kouki Saitou,Common
hgss2-3,Manaphy,Pokémon,60,,,3,Masakazu Fukuda,Rare Holo
sm2-3,Victreebel,Pokémon,140,Weepinbell,2,3,TOKIYA,Rare
bw10-5,Tropius,Pokémon,100,,1,5,Shigenori Negishi,Uncommon
si1-5,Ivysaur,Pokémon,60,Bulbasaur,1,5,Keiko Fukuyama,
swsh1-4,Roserade,Pokémon,120,Roselia,1,4,chibi,Rare
xy10-3,Wormadam,Pokémon,120,Burmy,2,3,kawayoo,Uncommon
sm115-5,Scyther,Pokémon,100,,1,5,Hasuno,Uncommon
pop1-4,Sceptile,Pokémon,100,Grovyle,2,4,Hiromichi Sugiyama,Rare
ex12-6,Golem,Pokémon,120,Graveler,3,6,Hajime Kusajima,Rare Holo
base6-4,Dark Blastoise,Pokémon,70,Dark Wartortle,2,4,Mitsuhiro Arita,Rare Holo
dp3-6,Gallade,Pokémon,130,Kirlia,2,6,Daisuke Ito,Rare Holo
ex4-4,Team Aqua's Manectric,Pokémon,70,Team Aqua's Electrike,1,4,K. Utsunomiya,Rare Holo
bw6-3,Jumpluff,Pokémon,90,Skiploom,,3,Kagemaru Himeno,Rare
gym1-4,Erika's Dragonair,Pokémon,80,Erika's Dratini,2,4,Atsuko Nishida,Rare Holo
sm8-4,Pinsir,Pokémon,110,,2,4,Suwama Chiaki,Uncommon
ex13-4,Deoxys δ,Pokémon,80,,2,4,Kagemaru Himeno,Rare Holo
dp3-7,Gardevoir,Pokémon,110,Kirlia,2,7,Atsuko Nishida,Rare Holo
bw1-4,Servine,Pokémon,80,Snivy,1,4,5ban Graphics,Uncommon
bw10-6,Karrablast,Pokémon,60,,1,6,match,Common
det1-7,Psyduck,Pokémon,80,,3,7,Framestore,Common
hgss4-7,Porygon-Z,Pokémon,110,Porygon2,2,7,Kouki Saitou,Rare Holo
ex4-5,Team Aqua's Sharpedo,Pokémon,70,Team Aqua's Carvanha,,5,Katsura Tabata,Rare Holo
dpp-DP05,Tropical Wind,Trainer,,,,DP05,Sumiyoshi Kizuki,Promo
neo4-5,Dark Feraligatr,Pokémon,80,Dark Croconaw,3,5,Atsuko Nishida,Rare Holo
pop5-3,Mew δ,Pokémon,60,,1,3,Masakazu Fukuda,Rare
ecard2-H7,Electrode,Pokémon,70,Voltorb,1,H7,Shin-ichi Yoshida,Rare Holo
dpp-DP06,Buneary,Pokémon,50,,1,DP06,Kagemaru Himeno,Promo
ru1-6,Gyarados,Pokémon,130,Magikarp,3,6,Pokemon Rumble,
gym2-6,Giovanni's Machamp,Pokémon,100,Giovanni's Machoke,3,6,Ken Sugimori,Rare Holo
si1-7,Ledyba,Pokémon,40,,1,7,Keiko Fukuyama,
pop7-7,Flaaffy,Pokémon,80,Mareep,1,7,Kagemaru Himeno,Uncommon
xy5-7,Grovyle,Pokémon,80,Treecko,1,7,match,Uncommon
xy7-6,Ariados,Pokémon,70,Spinarak,1,6,Hajime Kusajima,Uncommon
base6-6,Dark Persian,Pokémon,60,Meowth,,6,Shin-ichi Yoshida,Rare Holo
bw8-4,Combee,Pokémon,30,,1,4,Yukiko Baba,Common
base3-8,Hypno,Pokémon,90,Drowzee,2,8,Ken Sugimori,Rare Holo
ex9-7,Manectric,Pokémon,80,Electrike,1,7,Masakazu Fukuda,Rare Holo
bw7-6,Tangrowth,Pokémon,130,Tangela,4,6,TOKIYA,Rare Holo
base1-5,Clefairy,Pokémon,40,,1,5,Ken Sugimori,Rare Holo
dp4-6,Porygon-Z,Pokémon,110,Porygon2,2,6,Kent Kanetsuna,Rare Holo
swsh1-6,Whimsicott,Pokémon,100,Cottonee,1,6,kodama,Rare
bw11-7,Servine,Pokémon,80,Snivy,1,7,Shigenori Negishi,Uncommon
xy1-6,Ledyba,Pokémon,60,,1,6,Mizue,Common
sm75-2,Charmeleon,Pokémon,80,Charmander,2,2,kodama,Uncommon
sm9-5,Beedrill,Pokémon,130,Kakuna,1,5,You Iribi,Rare
bw6-2,Skiploom,Pokémon,60,Hoppip,,2,Suwama Chiaki,Uncommon
base1-2,Blastoise,Pokémon,100,Wartortle,3,2,Ken Sugimori,Rare Holo
sm3-3,Butterfree,Pokémon,120,Metapod,1,3,Shin Nagasawa,Rare
pop6-5,Rampardos,Pokémon,120,Cranidos,1,5,Kazuyuki Kano,Rare
dv1-6,Bagon,Pokémon,50,,1,6,Kouki Saitou,Rare Holo
ex8-4,Camerupt,Pokémon,90,Numel,2,4,Tomokazu Komiya,Rare Holo
pop4-4,Mew,Pokémon,70,,1,4,Nakaoka,Rare
sm9-6,Paras,Pokémon,70,,1,6,Naoyo Kimura,Common
dp1-4,Empoleon,Pokémon,130,Prinplup,2,4,Nakaoka,Rare Holo
pop9-4,Regigigas,Pokémon,100,,4,4,Kent Kanetsuna,Rare
ex10-3,Bellossom,Pokémon,90,Gloom,1,3,Kouki Saitou,Rare Holo
bw11-4,Cherubi,Pokémon,40,,1,4,Atsuko Nishida,Uncommon
bw7-4,Bellossom,Pokémon,110,Gloom,1,4,Mizue,Rare
ex7-5,Dark Houndoom,Pokémon,70,Houndour,1,5,Mitsuhiro Arita,Rare Holo
base1-3,Chansey,Pokémon,120,,1,3,Ken Sugimori,Rare Holo
ex9-5,Groudon,Pokémon,80,,1,5,Kouki Saitou,Rare Holo
pop7-5,Mothim,Pokémon,80,Burmy,,5,Kazuyuki Kano,Rare
swsh35-5,Eldegoss V,Pokémon,180,,1,5,5ban Graphics,Rare Holo V
pl4-4,Kabutops,Pokémon,130,Kabuto,2,4,Hajime Kusajima,Rare Holo
dv1-7,Shelgon,Pokémon,80,Bagon,3,7,Akira Komayama,Rare Holo
sm3-4,Oddish,Pokémon,50,,1,4,Sumiyoshi Kizuki,Common
xy2-7,Shiftry,Pokémon,140,Nuzleaf,2,7,Kouki Saitou,Rare Holo
base6-5,Dark Dragonite,Pokémon,70,Dark Dragonair,2,5,Mitsuhiro Arita,Rare Holo
sm5-5,Roserade,Pokémon,100,Roselia,1,5,Mitsuhiro Arita,Rare
basep-4,Pikachu,Pokémon,50,,1,4,Ken Sugimori,Promo
pop7-6,Delibird,Pokémon,70,,1,6,Masakazu Fukuda,Uncommon
pop9-5,Rotom,Pokémon,70,,1,5,Masakazu Fukuda,Rare
ex10-4,Feraligatr,Pokémon,120,Croconaw,2,4,Masakazu Fukuda,Rare Holo
neo3-4,Crobat,Pokémon,90,Golbat,,4,Shin-ichi Yoshida,Rare Holo
pop1-5,Swampert,Pokémon,100,Marshtomp,2,5,Hiromichi Sugiyama,Rare
neo4-6,Dark Gengar,Pokémon,70,Dark Haunter,2,6,Aya Kusube,Rare Holo
ex10-5,Flareon,Pokémon,70,Eevee,1,5,Naoyo Kimura,Rare Holo
col1-5,Forretress,Pokémon,90,Pineco,3,5,Kyoko Umemoto,Rare Holo
dv1-8,Salamence,Pokémon,140,Shelgon,2,8,BERUBURI,Rare Holo
pop6-6,Drifloon,Pokémon,60,,1,6,Mitsuhiro Arita,Uncommon
bw4-5,Shaymin-EX,Pokémon,110,,1,5,Shizurow,Rare Holo EX
bw11-6,Snivy,Pokémon,60,,1,6,Aya Kusube,Common
ex11-7,Jolteon δ,Pokémon,70,Eevee,1,7,Kouki Saitou,Rare Holo
sm75-4,Torchic,Pokémon,60,,1,4,Kouki Saitou,Common
pop1-6,Beautifly,Pokémon,100,Silcoon,,6,Ken Sugimori,Uncommon
dp1-6,Lucario,Pokémon,90,Riolu,1,6,Ken Sugimori,Rare Holo
sm1-4,Paras,Pokémon,60,,1,4,Ayaka Yoshida,Common
base4-6,Clefairy,Pokémon,40,,1,6,Ken Sugimori,Rare Holo
ex8-5,Claydol,Pokémon,80,Baltoy,1,5,Hajime Kusajima,Rare Holo
xy11-7,Yanmega,Pokémon,110,Yanma,,7,Midori Harada,Rare
bw5-5,Carnivine,Pokémon,90,,2,5,Yukiko Baba,Rare
sm5-6,Turtwig,Pokémon,70,,2,6,Ken Sugimori,Common
xy4-5,Sewaddle,Pokémon,50,,1,5,kawayoo,Common
neo3-5,Delibird,Pokémon,60,,1,5,Tomokazu Komiya,Rare Holo
sm12-5,Tangela,Pokémon,70,,2,5,otumami,Common
ecard3-H1,Alakazam,Pokémon,100,Kadabra,2,H1,Kimiya Masago,Rare Holo
pl2-1,Arcanine,Pokémon,100,Growlithe,2,1,Masakazu Fukuda,Rare Holo
xy8-1,Paras,Pokémon,60,,1,1,Hajime Kusajima,Common
sm12-6,Tangrowth,Pokémon,140,Tangela,3,6,nagimiso,Uncommon
swsh35-7,Victini,Pokémon,70,,1,7,Taira Akitsu,Uncommon
ex12-9,Machamp,Pokémon,120,Machoke,2,9,Kouki Saitou,Rare Holo
sm8-5,Chikorita,Pokémon,60,,1,5,Aya Kusube,Common
sm6-2,Alolan Exeggutor,Pokémon,160,Exeggcute,3,2,Satoshi Shirai,Rare
base1-6,Gyarados,Pokémon,100,Magikarp,3,6,Mitsuhiro Arita,Rare Holo
hgss1-9,Quagsire,Pokémon,100,Wooper,3,9,match,Rare Holo
sm115-8,Charmeleon,Pokémon,100,Charmander,1,8,Shin Nagasawa,Uncommon
ex9-8,Milotic,Pokémon,90,Feebas,2,8,Kagemaru Himeno,Rare Holo
sm9-7,Parasect,Pokémon,100,Paras,2,7,Satoshi Shirai,Rare
ex7-7,Dark Marowak,Pokémon,70,Cubone,1,7,Mitsuhiro Arita,Rare Holo
ecard3-H2,Arcanine,Pokémon,80,Growlithe,2,H2,Aya Kusube,Rare Holo
pop9-6,Buizel,Pokémon,60,,1,6,Midori Harada,Uncommon
swsh4-4,Exeggcute,Pokémon,60,,1,4,Hasuno,Common
hgss4-9,Solrock,Pokémon,70,,1,9,Kouki Saitou,Rare Holo
ex8-6,Crawdaunt,Pokémon,70,Corphish,1,6,Tomoko Wakai,Rare Holo
neo4-7,Dark Houndoom,Pokémon,60,Houndour,1,7,Kagemaru Himeno,Rare Holo
sm1-5,Parasect,Pokémon,110,Paras,3,5,Eri Yamaki,Rare
ex2-1,Armaldo,Pokémon,120,Anorith,3,1,Mitsuhiro Arita,Rare Holo
sm7-1,Bellsprout,Pokémon,60,,1,1,Masako Yamashita,Common
bwp-BW01,Snivy,Pokémon,60,,1,BW01,Ken Sugimori,Promo
swsh35-8,Incineroar V,Pokémon,220,,3,8,Kouki Saitou,Rare Holo V
mcd19-10,Alolan Meowth,Pokémon,60,,1,10,Akira Komayama,
si1-9,Butterfree,Pokémon,80,Metapod,1,9,Keiko Fukuyama,
base1-7,Hitmonchan,Pokémon,70,,2,7,Ken Sugimori,Rare Holo
pop6-8,Riolu,Pokémon,60,,1,8,Kouki Saitou,Uncommon
hgss2-6,Octillery,Pokémon,80,Remoraid,2,6,Ken Sugimori,Rare Holo
neo4-8,Dark Porygon2,Pokémon,60,Porygon,1,8,"Shin-ichi Yoshikawa, CR CG gangs",Rare Holo
pop4-7,Grovyle,Pokémon,70,Treecko,1,7,Mitsuhiro Arita,Uncommon
ex9-9,Rayquaza,Pokémon,80,,2,9,Kouki Saitou,Rare Holo
swsh4-5,Exeggutor,Pokémon,140,Exeggcute,3,5,miki kudo,Rare
pl4-8,Salamence,Pokémon,140,Shelgon,2,8,Shin Nagasawa,Rare Holo
ecard3-H3,Articuno,Pokémon,80,,2,H3,Hajime Kusajima,Rare Holo
xy11-9,Seedot,Pokémon,50,,1,9,sui,Common
sm2-7,Trevenant,Pokémon,120,Phantump,2,7,Hiroyuki Yamamoto,Rare
swsh3-1,Butterfree V,Pokémon,190,,1,1,Saki Hayashiro,Rare Holo V
swsh2-1,Caterpie,Pokémon,50,,1,1,Uta,Common
xy12-1,Venusaur-EX,Pokémon,180,,4,1,Eske Yoshinob,Rare Holo EX
xy10-6,Servine,Pokémon,70,Snivy,1,6,Sumiyoshi Kizuki,Uncommon
sm8-7,Bayleef,Pokémon,100,Chikorita,2,7,Kagemaru Himeno,Uncommon
ex8-8,Gyarados,Pokémon,90,Magikarp,2,8,Hisao Nakamura,Rare Holo
ex11-10,Marowak δ,Pokémon,80,Cubone,1,10,Hajime Kusajima,Rare Holo
sm5-9,Torterra,Pokémon,180,Grotle,4,9,kawayoo,Rare Holo
gym1-7,Lt. Surge's Fearow,Pokémon,70,Lt. Surge's Spearow,,7,Ken Sugimori,Rare Holo
sm7-3,Victreebel,Pokémon,140,Weepinbell,2,3,Miki Tanaka,Rare Holo
xy1-8,Volbeat,Pokémon,70,,1,8,Kanako Eo,Uncommon
ex2-3,Cradily,Pokémon,100,Lileep,2,3,Midori Harada,Rare Holo
bw6-8,Beautifly,Pokémon,120,Silcoon,1,8,Akira Komayama,Rare
ex7-9,Dark Slowking,Pokémon,80,Slowpoke,1,9,Kouki Saitou,Rare Holo
pop9-8,Gabite,Pokémon,80,Gible,1,8,Kagemaru Himeno,Uncommon
gym2-9,Koga's Beedrill,Pokémon,80,Koga's Kakuna,,9,Ken Sugimori,Rare Holo
neo4-9,Dark Scizor,Pokémon,70,Scyther,2,9,Mitsuhiro Arita,Rare Holo
bw9-7,Grovyle,Pokémon,80,Treecko,1,7,Suwama Chiaki,Uncommon
ru1-8,Zapdos,Pokémon,100,,2,8,Pokemon Rumble,
xy5-9,Sceptile,Pokémon,140,Grovyle,2,9,hatachu,Rare Holo
basep-7,Jigglypuff,Pokémon,50,,1,7,Keiji Kinebuchi,Promo
swsh4-6,Yanma,Pokémon,80,,1,6,MAHOU,Common
swsh35-9,Sizzlipede,Pokémon,70,,1,9,Akira Komayama,Common
mcd19-11,Alolan Dugtrio,Pokémon,60,Alolan Diglett,1,11,Megumi Mizutani,
sm3-8,Tangrowth,Pokémon,140,Tangela,4,8,tetsuya koizumi,Rare
dp1-7,Luxray,Pokémon,120,Luxio,1,7,Mikiko Takeda,Rare Holo
neo2-1,Espeon,Pokémon,80,Eevee,,1,Atsuko Nishida,Rare Holo
ex1-1,Aggron,Pokémon,110,Lairon,4,1,Mitsuhiro Arita,Rare Holo
ex13-5,Deoxys δ,Pokémon,70,,1,5,Kouki Saitou,Rare Holo
dv1-9,Latias,Pokémon,100,,1,9,Hideaki Hakozaki,Rare Holo
bw10-8,Accelgor,Pokémon,80,Shelmet,,8,5ban Graphics,Rare
mcd19-9,Onix,Pokémon,100,,2,9,Mitsuhiro Arita,
det1-9,Greninja,Pokémon,140,Frogadier,1,9,MPC Film,Rare Ultra
sm5-7,Turtwig,Pokémon,80,,2,7,OOYAMA,Common
base4-7,Gyarados,Pokémon,100,Magikarp,3,7,Mitsuhiro Arita,Rare Holo
base6-7,Dark Raichu,Pokémon,70,Pikachu,1,7,Mitsuhiro Arita,Rare Holo
sm75-6,Blaziken,Pokémon,150,Combusken,2,6,Kouki Saitou,Rare Holo
pop2-2,Pidgeot,Pokémon,80,Pidgeotto,,2,Ken Sugimori,Rare
bw2-2,Simisage,Pokémon,90,Pansage,2,2,match,Rare
det1-10,Detective Pikachu,Pokémon,90,,2,10,MPC Film,Rare
xy4-6,Swadloon,Pokémon,70,Sewaddle,1,6,Tomokazu Komiya,Uncommon
sm3-7,Tangela,Pokémon,80,,2,7,Shibuzoh.,Common
xy8-3,Pinsir,Pokémon,100,,2,3,Satoshi Shirai,Uncommon
bw7-8,Heracross,Pokémon,100,,2,8,Naoki Saito,Uncommon
dp2-2,Alakazam,Pokémon,100,Kadabra,1,2,Kouki Saitou,Rare Holo
pop3-7,Combusken,Pokémon,70,Torchic,1,7,Mitsuhiro Arita,Uncommon
bw4-7,Simisage,Pokémon,90,Pansage,2,7,kawayoo,Rare
ex13-6,Deoxys δ,Pokémon,60,,1,6,Masakazu Fukuda,Rare Holo
sm1-6,Pinsir,Pokémon,110,,2,6,DemizuPosuka,Uncommon
pop1-8,Murkrow,Pokémon,60,,1,8,Ken Sugimori,Uncommon
bw6-7,Silcoon,Pokémon,80,Wurmple,3,7,Naoki Saito,Uncommon
pop7-8,Kirlia,Pokémon,80,Ralts,1,8,Masakazu Fukuda,Uncommon
dp3-10,Ho-Oh,Pokémon,90,,2,10,Kazuyuki Kano,Rare Holo
col1-7,Gyarados,Pokémon,130,Magikarp,3,7,Mitsuhiro Arita,Rare Holo
smp-SM01,Rowlet,Pokémon,50,,1,SM01,Mitsuhiro Arita,Promo
pl2-4,Floatzel GL,Pokémon,80,,1,4,Midori Harada,Rare Holo
pop2-3,Raikou,Pokémon,70,,1,3,Kouki Saitou,Rare
bw4-8,Foongus,Pokémon,40,,1,8,Masakazu Fukuda,Common
swsh3-2,Butterfree VMAX,Pokémon,300,Butterfree V,,2,aky CG Works,Rare Holo VMAX
xy7-9,Combee,Pokémon,40,,1,9,Sumiyoshi Kizuki,Common
sm12-8,Sunflora,Pokémon,90,Sunkern,1,8,Yumi,Rare
swsh1-8,Durant,Pokémon,110,,1,8,Miki Tanaka,Rare
swsh2-2,Metapod,Pokémon,80,Caterpie,3,2,Asako Ito,Uncommon
xy11-10,Nuzleaf,Pokémon,70,Seedot,1,10,Ayaka Yoshida,Uncommon
ex12-11,Muk,Pokémon,70,Grimer,2,11,Midori Harada,Rare Holo
hgss4-10,Spiritomb,Pokémon,60,,1,10,Shizurow,Rare Holo
pop1-9,Pupitar,Pokémon,70,Larvitar,1,9,Hisao Nakamura,Uncommon
pl3-7,Metagross,Pokémon,130,Metang,3,7,Kagemaru Himeno,Rare Holo
ex10-8,Jolteon,Pokémon,70,Eevee,,8,Mitsuhiro Arita,Rare Holo
sm9-9,Pinsir,Pokémon,120,,3,9,Eri Yamaki,Rare
xy10-7,Serperior,Pokémon,140,Servine,2,7,You Iribi,Rare
ex9-10,Sceptile,Pokémon,100,Grovyle,2,10,Mitsuhiro Arita,Rare Holo
hgss3-3,Forretress,Pokémon,90,Pineco,3,3,Kyoko Umemoto,Rare Holo
hgss1-11,Shuckle,Pokémon,60,,1,11,Sumiyoshi Kizuki,Rare Holo
xy0-2,Pansage,Pokémon,70,,1,2,Masakazu Fukuda,
neo1-1,Ampharos,Pokémon,80,Flaaffy,2,1,Ken Sugimori,Rare Holo
sm35-1,Bulbasaur,Pokémon,70,,2,1,Mizue,Common
base1-9,Magneton,Pokémon,60,Magnemite,1,9,Keiji Kinebuchi,Rare Holo
bw8-5,Vespiquen,Pokémon,100,Combee,1,5,Hajime Kusajima,Rare
sm3-6,Vileplume,Pokémon,140,Gloom,3,6,chibi,Rare Holo
bw1-5,Serperior,Pokémon,130,Servine,,5,Kagemaru Himeno,Rare Holo
si1-8,Jigglypuff,Pokémon,50,,1,8,Keiko Fukuyama,
xy2-8,Roselia,Pokémon,60,,1,8,kirisAki,Common
sm2-6,Phantump,Pokémon,60,,2,6,Sanosuke Sakuma,Common
ex10-6,Forretress,Pokémon,70,Pineco,1,6,Aya Kusube,Rare Holo
ecard2-H9,Espeon,Pokémon,80,Eevee,,H9,Kyoko Umemoto,Rare Holo
ex4-7,Team Magma's Aggron,Pokémon,120,Team Magma's Lairon,2,7,Hiromichi Sugiyama,Rare Holo
pl2-2,Bastiodon GL,Pokémon,90,,3,2,Hajime Kusajima,Rare Holo
ex11-8,Latias δ,Pokémon,70,,1,8,Ryo Ueda,Rare Holo
bw7-7,Scyther,Pokémon,70,,1,7,kawayoo,Common
dp3-9,Gastrodon West Sea,Pokémon,100,Shellos West Sea,4,9,Kazuyuki Kano,Rare Holo
neo3-6,Entei,Pokémon,80,,1,6,Ken Sugimori,Rare Holo
xy6-2,Exeggutor,Pokémon,120,Exeggcute,3,2,Shin Nagasawa,Uncommon
pop4-6,Combusken,Pokémon,70,Torchic,1,6,Mitsuhiro Arita,Uncommon
pop6-7,Gible,Pokémon,50,,1,7,Kouki Saitou,Uncommon
pop5-4,Double Rainbow Energy,Energy,,,,4,Takumi Akabane,Rare
hgss3-1,Bellossom,Pokémon,110,Gloom,1,1,Mitsuhiro Arita,Rare Holo
dp2-1,Aggron,Pokémon,130,Lairon,4,1,Kouki Saitou,Rare Holo
bw2-1,Pansage,Pokémon,70,,1,1,Kouki Saitou,Common
sma-SV1,Scyther,Pokémon,70,,1,SV1,Shigenori Negishi,Rare Shiny
sma-SV2,Rowlet,Pokémon,60,,1,SV2,sui,Rare Shiny
base3-9,Kabutops,Pokémon,60,Kabuto,1,9,Ken Sugimori,Rare Holo
ex7-8,Dark Octillery,Pokémon,70,Remoraid,1,8,Mitsuhiro Arita,Rare Holo
base5-7,Dark Golbat,Pokémon,50,Zubat,,7,Mitsuhiro Arita,Rare Holo
xy2-9,Roserade,Pokémon,90,Roselia,1,9,Masakazu Fukuda,Uncommon
sm8-6,Chikorita,Pokémon,70,,1,6,sowsow,Common
gym1-6,Lt. Surge's Electabuzz,Pokémon,70,,2,6,Ken Sugimori,Rare Holo
ex11-9,Latios δ,Pokémon,80,,2,9,Ryo Ueda,Rare Holo
sm115-9,Charizard-GX,Pokémon,250,Charmeleon,3,9,aky CG Works,Rare Holo GX
xy1-7,Ledian,Pokémon,80,Ledyba,1,7,Hitoshi Ariga,Uncommon
ru1-7,Pikachu,Pokémon,60,,1,7,Pokemon Rumble,
pl2-3,Darkrai G,Pokémon,90,,2,3,Makoto Imai,Rare Holo
swsh1-7,Maractus,Pokémon,110,,2,7,Atsuko Nishida,Common
gym2-8,Giovanni's Persian,Pokémon,60,Giovanni's Meowth,,8,Ken Sugimori,Rare Holo
ex5-1,Banette,Pokémon,70,Shuppet,1,1,Midori Harada,Rare Holo
ex14-5,Dugtrio,Pokémon,70,Diglett,1,5,Tomokazu Komiya,Rare Holo
xy6-3,Wurmple,Pokémon,60,,1,3,Naoyo Kimura,Common
bw11-8,Serperior,Pokémon,130,Servine,1,8,hatachu,Rare Holo
xy0-1,Weedle,Pokémon,40,,1,1,Akira Komayama,
pl1-11,Manectric,Pokémon,90,Electrike,,11,Kouki Saitou,Rare Holo
sm11-2,Yanma,Pokémon,70,,1,2,Eri Yamaki,Common
xy4-7,Leavanny,Pokémon,130,Swadloon,1,7,Atsuko Nishida,Rare
ecard3-H4,Beedrill,Pokémon,80,Kakuna,,H4,Hikaru Koike,Rare Holo
sm75-7,Victini ◇,Pokémon,90,,1,7,Shin Nagasawa,Rare Prism Star
hgss2-7,Politoed,Pokémon,120,Poliwhirl,2,7,Naoyo Kimura,Rare Holo
ecard2-H11,Houndoom,Pokémon,70,Houndour,1,H11,Hajime Kusajima,Rare Holo
bw2-3,Sewaddle,Pokémon,40,,1,3,Kagemaru Himeno,Common
pop7-9,Stantler,Pokémon,70,,1,9,Kouki Saitou,Uncommon
dp3-11,Jumpluff,Pokémon,90,Skiploom,,11,Kagemaru Himeno,Rare Holo
bwp-BW02,Tepig,Pokémon,70,,2,BW02,Ken Sugimori,Promo
xy8-4,Cacnea,Pokémon,60,,1,4,Yuka Morii,Common
xy6-4,Silcoon,Pokémon,80,Wurmple,3,4,Shigenori Negishi,Uncommon
bw10-10,Genesect,Pokémon,100,,1,10,Masakazu Fukuda,Rare
si1-10,Tentacruel,Pokémon,60,Tentacool,1,10,Naoyo Kimura,
pl4-9,Swalot,Pokémon,100,Gulpin,3,9,Aya Kusube,Rare Holo
sm2-8,Wimpod,Pokémon,70,,2,8,match,Common
sm115-10,Magmar,Pokémon,90,,2,10,Satoshi Shirai,Uncommon
base2-1,Clefable,Pokémon,70,Clefairy,2,1,Mitsuhiro Arita,Rare Holo
xyp-XY01,Chespin,Pokémon,60,,1,XY01,5ban Graphics,Promo
pop8-1,Heatran,Pokémon,100,,3,1,Ken Sugimori,Rare
ex6-4,Ditto,Pokémon,60,,1,4,Miki Tanaka,Rare Holo
xy7-7,Sceptile-EX,Pokémon,170,,1,7,Eske Yoshinob,Rare Holo EX
base5-6,Dark Dugtrio,Pokémon,50,Diglett,2,6,Kagemaru Himeno,Rare Holo
gym2-7,Giovanni's Nidoking,Pokémon,120,Giovanni's Nidorino,3,7,Ken Sugimori,Rare Holo
col1-6,Groudon,Pokémon,100,,4,6,Ryo Ueda,Rare Holo
pl4-7,Probopass,Pokémon,100,Nosepass,3,7,Kouki Saitou,Rare Holo
xy10-5,Snivy,Pokémon,60,,1,5,Atsuko Nishida,Common
dpp-DP07,Cranidos,Pokémon,70,Skull Fossil,1,DP07,Mitsuhiro Arita,Promo
ex6-1,Beedrill,Pokémon,90,Kakuna,,1,Hajime Kusajima,Rare Holo
pop2-1,Entei,Pokémon,70,,1,1,Kouki Saitou,Rare
sm7-2,Weepinbell,Pokémon,80,Bellsprout,1,2,Miki Tanaka,Uncommon
ex4-8,Team Magma's Claydol,Pokémon,80,Team Magma's Baltoy,2,8,Zu-Ka,Rare Holo
hgss1-10,Raichu,Pokémon,90,Pikachu,,10,match,Rare Holo
ex6-2,Butterfree,Pokémon,100,Metapod,,2,Atsuko Nishida,Rare Holo
bw1-6,Serperior,Pokémon,130,Servine,1,6,5ban Graphics,Rare Holo
ex12-10,Mew,Pokémon,70,,1,10,Kouki Saitou,Rare Holo
ex2-2,Cacturne,Pokémon,80,Cacnea,1,2,Atsuko Nishida,Rare Holo
sm9-8,Exeggcute,Pokémon,50,,1,8,Ken Sugimori,Common
sm12-7,Sunkern,Pokémon,50,,1,7,0313,Common
ex10-7,Houndoom,Pokémon,70,Houndour,1,7,Midori Harada,Rare Holo
base4-8,Hitmonchan,Pokémon,70,,2,8,Ken Sugimori,Rare Holo
ex8-7,Dusclops,Pokémon,70,Duskull,1,7,Tomoko Wakai,Rare Holo
dv1-10,Latios,Pokémon,100,,1,10,Ryo Ueda,Rare Holo
pl1-10,Giratina,Pokémon,100,,3,10,Hajime Kusajima,Rare Holo
ecard2-H10,Exeggutor,Pokémon,80,Exeggcute,1,H10,Yukiko Baba,Rare Holo
xy7-8,M Sceptile-EX,Pokémon,220,Sceptile-EX,2,8,5ban Graphics,Rare Holo EX
sm5-8,Grotle,Pokémon,110,Turtwig,4,8,Shigenori Negishi,Uncommon
hgss3-2,Espeon,Pokémon,90,Eevee,1,2,match,Rare Holo
sm11-1,Rowlet & Alolan Exeggutor-GX,Pokémon,270,,3,1,Mitsuhiro Arita,Rare Holo GX
pop9-7,Croagunk,Pokémon,60,,2,7,Midori Harada,Uncommon
bw10-9,Virizion-EX,Pokémon,170,,1,9,Ryo Ueda,Rare Holo EX
bw9-6,Treecko,Pokémon,60,,1,6,Naoki Saito,Common
xy2-10,Maractus,Pokémon,90,,1,10,match,Uncommon
base3-10,Lapras,Pokémon,80,,2,10,Ken Sugimori,Rare Holo
ex4-9,Team Magma's Groudon,Pokémon,100,,3,9,Kazuo Yazawa,Rare Holo
